type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type,diff_temperature_air_process,power_W,wear_x_torque_minNm
H,300.0,309.0,1622,31.8,103,No Failure,9.0,5401.4,3275.4
L,300.0,309.1,1791,28.2,108,No Failure,9.100000000000023,5289.0,3045.6
L,300.0,309.1,1631,28.3,110,No Failure,9.100000000000023,4833.6,3113.0
L,300.1,309.0,1314,58.2,114,No Failure,8.899999999999977,8008.4,6634.8
L,300.1,309.1,1478,46.9,116,No Failure,9.0,7259.0,5440.4
L,300.1,309.2,1783,27.3,118,No Failure,9.099999999999966,5097.3,3221.4
M,300.1,309.2,1385,46.1,120,No Failure,9.099999999999966,6686.2,5532.0
M,300.1,309.4,1349,56.2,127,No Failure,9.299999999999955,7939.2,7137.400000000001
M,300.0,309.3,1932,21.8,135,No Failure,9.300000000000011,4410.5,2943.0
M,300.0,309.3,1407,43.9,138,No Failure,9.300000000000011,6468.3,6058.2
H,300.1,309.4,1329,55.2,143,No Failure,9.299999999999955,7682.3,7893.6
L,300.1,309.2,1441,42.9,148,No Failure,9.099999999999966,6473.7,6349.2
L,300.0,309.2,1610,32.1,150,No Failure,9.199999999999989,5412.0,4815.0
M,300.0,309.1,1624,30.8,155,No Failure,9.100000000000023,5238.0,4774.0
H,300.1,309.3,1448,45.8,163,No Failure,9.199999999999989,6944.8,7465.4
M,300.0,309.3,2293,16.3,170,No Failure,9.300000000000011,3914.0,2771.0
L,300.0,309.3,1397,51.2,173,No Failure,9.300000000000011,7490.2,8857.6
M,299.9,309.2,1574,36.5,177,No Failure,9.300000000000011,6016.3,6460.5
L,299.9,309.2,1560,38.9,180,No Failure,9.300000000000011,6354.8,7002.0
M,299.9,309.2,1353,49.8,182,No Failure,9.300000000000011,7056.0,9063.6
M,299.9,309.2,1389,51.2,185,No Failure,9.300000000000011,7447.3,9472.0
M,299.9,309.1,1513,43.8,188,No Failure,9.200000000000045,6939.7,8234.4
L,299.8,309.1,1578,42.1,191,No Failure,9.300000000000011,6956.9,8041.1
L,299.9,309.1,1412,48.3,198,No Failure,9.200000000000045,7141.8,9563.4
L,299.8,309.1,1668,30.3,200,No Failure,9.300000000000011,5292.6,6060.0
M,299.8,309.2,1678,29.8,202,No Failure,9.399999999999977,5236.4,6019.6
L,299.8,309.1,1612,35.4,205,No Failure,9.300000000000011,5975.8,7257.0
M,299.8,309.1,1456,39.4,209,No Failure,9.300000000000011,6007.4,8234.6
L,299.9,309.2,1491,44.3,214,No Failure,9.300000000000011,6916.9,9480.199999999999
L,300.0,309.2,1759,27.9,5,No Failure,9.199999999999989,5139.2,139.5
M,299.8,309.1,1355,56.7,7,No Failure,9.300000000000011,8045.5,396.90000000000003
M,299.9,309.1,1345,56.8,10,No Failure,9.200000000000045,8000.2,568.0
M,299.9,309.2,1683,30.5,13,No Failure,9.300000000000011,5375.4,396.5
L,299.9,309.2,1658,34.8,16,No Failure,9.300000000000011,6042.2,556.8
M,300.1,309.3,1469,43.9,20,No Failure,9.199999999999989,6753.3,878.0
M,300.2,309.5,1458,46.9,23,No Failure,9.300000000000011,7160.8,1078.7
H,300.1,309.4,1563,40.8,28,No Failure,9.299999999999955,6678.0,1142.3999999999999
L,300.1,309.4,2141,17.9,33,No Failure,9.299999999999955,4013.3,590.6999999999999
H,300.0,309.4,1498,38.5,37,No Failure,9.399999999999977,6039.5,1424.5
L,300.1,309.4,1568,39.7,42,No Failure,9.299999999999955,6518.8,1667.4
L,300.1,309.4,1694,27.4,44,No Failure,9.299999999999955,4860.6,1205.6
L,300.0,309.5,1717,28.3,48,No Failure,9.5,5088.4,1358.4
L,300.1,309.6,1642,34.5,53,No Failure,9.5,5932.3,1828.5
L,300.1,309.6,1760,25.4,55,No Failure,9.5,4681.4,1397.0
L,300.1,309.5,1557,40.6,59,No Failure,9.399999999999977,6619.8,2395.4
L,300.2,309.6,1359,51.5,66,No Failure,9.400000000000034,7329.2,3399.0
L,300.4,309.9,1376,43.5,74,No Failure,9.5,6268.1,3219.0
H,300.4,309.9,1513,38.7,76,No Failure,9.5,6131.7,2941.2000000000003
H,300.4,309.9,2563,12.8,81,Power Failure,9.5,3435.5,1036.8
L,300.5,310.0,1521,45.1,86,No Failure,9.5,7183.5,3878.6
L,300.6,310.0,1658,34.7,88,No Failure,9.399999999999977,6024.8,3053.6000000000004
H,300.6,310.0,1419,42.4,90,No Failure,9.399999999999977,6300.5,3816.0
M,300.6,310.0,1478,36.3,95,No Failure,9.399999999999977,5618.4,3448.4999999999995
M,300.5,310.0,1415,43.5,98,No Failure,9.5,6445.8,4263.0
M,300.5,309.9,1780,26.5,101,No Failure,9.399999999999977,4939.6,2676.5
M,300.4,309.7,1440,42.8,104,No Failure,9.300000000000011,6454.1,4451.2
H,300.4,309.7,1500,35.2,112,No Failure,9.300000000000011,5529.2,3942.4000000000005
L,300.5,309.8,1428,43.8,119,No Failure,9.300000000000011,6549.8,5212.2
M,300.5,309.8,1473,42.3,121,No Failure,9.300000000000011,6524.9,5118.299999999999
M,300.5,309.9,1483,49.3,124,No Failure,9.399999999999977,7656.3,6113.2
L,300.4,309.7,1534,42.5,127,No Failure,9.300000000000011,6827.2,5397.5
L,300.5,309.8,1367,54.0,129,No Failure,9.300000000000011,7730.2,6966.0
L,300.4,309.7,1467,36.9,131,No Failure,9.300000000000011,5668.7,4833.9
M,300.4,309.7,1488,42.2,133,No Failure,9.300000000000011,6575.7,5612.6
L,300.4,309.7,1679,30.1,136,No Failure,9.300000000000011,5292.3,4093.6000000000004
L,300.5,309.9,1480,40.0,148,No Failure,9.399999999999977,6199.4,5920.0
L,300.4,309.8,1549,38.9,150,No Failure,9.400000000000034,6310.0,5835.0
L,300.4,309.6,1536,34.5,154,No Failure,9.200000000000045,5549.3,5313.0
M,300.4,309.7,1539,37.7,156,No Failure,9.300000000000011,6075.9,5881.200000000001
L,300.4,309.7,1384,45.1,159,No Failure,9.300000000000011,6536.4,7170.900000000001
M,300.4,309.6,1614,30.3,161,No Failure,9.200000000000045,5121.2,4878.3
M,300.4,309.6,1675,35.5,164,No Failure,9.200000000000045,6226.9,5822.0
L,300.4,309.6,1386,56.9,170,No Failure,9.200000000000045,8258.6,9673.0
L,300.3,309.6,1624,32.6,175,No Failure,9.300000000000011,5544.1,5705.0
L,300.3,309.6,1600,34.6,177,No Failure,9.300000000000011,5797.3,6124.2
L,300.3,309.6,1468,44.7,179,No Failure,9.300000000000011,6871.7,8001.3
L,300.3,309.6,1435,45.4,181,No Failure,9.300000000000011,6822.4,8217.4
M,300.2,309.5,1564,33.4,183,No Failure,9.300000000000011,5470.3,6112.2
M,300.2,309.4,1329,53.6,186,No Failure,9.199999999999989,7459.6,9969.6
M,300.2,309.4,1433,48.8,191,No Failure,9.199999999999989,7323.1,9320.8
L,300.2,309.4,1527,37.0,194,No Failure,9.199999999999989,5916.6,7178.0
L,300.1,309.3,1616,32.0,199,No Failure,9.199999999999989,5415.3,6368.0
L,300.1,309.3,1654,31.0,201,No Failure,9.199999999999989,5369.4,6231.0
L,300.1,309.3,1685,27.1,203,No Failure,9.199999999999989,4781.9,5501.3
M,300.2,309.4,1456,48.8,205,No Failure,9.199999999999989,7440.6,10004.0
M,300.2,309.4,1752,27.8,208,No Failure,9.199999999999989,5100.4,5782.400000000001
M,300.1,309.2,1438,51.0,211,No Failure,9.099999999999966,7679.9,10761.0
L,300.1,309.1,1551,33.7,214,No Failure,9.0,5473.6,7211.8
L,300.1,309.2,1599,30.1,216,No Failure,9.099999999999966,5040.2,6501.6
M,300.1,309.2,1732,33.7,218,No Failure,9.099999999999966,6112.3,7346.6
M,300.1,309.2,1418,39.8,221,No Failure,9.099999999999966,5910.0,8795.8
L,300.0,309.0,1454,51.7,2,No Failure,9.0,7872.0,103.4
M,300.0,309.2,1635,32.4,4,No Failure,9.199999999999989,5547.4,129.6
L,300.0,309.1,1489,40.3,7,No Failure,9.100000000000023,6283.9,282.09999999999997
L,300.0,309.1,1465,40.6,9,No Failure,9.100000000000023,6228.6,365.40000000000003
H,300.1,309.1,1560,35.4,14,No Failure,9.0,5783.0,495.59999999999997
M,300.1,309.2,1454,44.4,19,No Failure,9.099999999999966,6760.5,843.6
L,300.2,309.2,1430,43.4,24,No Failure,9.0,6499.1,1041.6
M,300.1,309.1,1533,38.0,26,No Failure,9.0,6100.3,988.0
M,300.1,309.0,1612,33.0,34,No Failure,8.899999999999977,5570.7,1122.0
M,300.2,309.1,1406,42.2,40,No Failure,8.900000000000034,6213.4,1688.0
L,300.3,309.2,1587,31.4,43,No Failure,8.899999999999977,5218.4,1350.2
M,300.3,309.2,1364,47.6,45,No Failure,8.899999999999977,6799.1,2142.0
L,300.3,309.2,1462,51.4,48,No Failure,8.899999999999977,7869.4,2467.2
L,300.4,309.2,1752,29.0,52,No Failure,8.800000000000011,5320.6,1508.0
H,300.4,309.3,1396,51.2,54,No Failure,8.900000000000034,7484.9,2764.8
M,300.5,309.4,2179,16.3,59,No Failure,8.899999999999977,3719.4,961.7
L,300.6,309.6,1426,53.6,66,No Failure,9.0,8004.1,3537.6
M,300.6,309.6,1503,38.4,68,No Failure,9.0,6043.9,2611.2
L,300.6,309.6,1423,49.1,74,No Failure,9.0,7316.7,3633.4
M,300.7,309.7,1435,44.7,76,No Failure,9.0,6717.2,3397.2000000000003
M,300.5,309.3,1589,34.9,91,No Failure,8.800000000000011,5807.3,3175.9
L,300.5,309.3,1475,46.8,94,No Failure,8.800000000000011,7228.8,4399.2
L,300.7,309.3,1425,45.3,100,No Failure,8.600000000000023,6759.9,4530.0
H,300.8,309.4,1474,40.7,104,No Failure,8.599999999999966,6282.3,4232.8
L,300.8,309.4,1946,20.5,111,No Failure,8.599999999999966,4177.6,2275.5
M,300.8,309.4,1342,62.4,113,Heat Dissipation Failure,8.599999999999966,8769.3,7051.2
M,300.9,309.5,1758,26.8,116,No Failure,8.600000000000023,4933.8,3108.8
M,300.9,309.4,1724,25.6,119,No Failure,8.5,4621.7,3046.4
L,301.0,309.5,1430,48.5,122,No Failure,8.5,7262.8,5917.0
H,300.9,309.5,1469,43.4,126,No Failure,8.600000000000023,6676.4,5468.4
L,301.0,309.6,1724,28.1,133,No Failure,8.600000000000023,5073.1,3737.3
M,301.0,309.6,1397,48.0,135,No Failure,8.600000000000023,7022.1,6480.0
M,301.0,309.6,1588,32.7,138,No Failure,8.600000000000023,5437.8,4512.6
L,301.0,309.7,1468,42.0,141,No Failure,8.699999999999989,6456.6,5922.0
M,301.0,309.7,1511,39.3,146,No Failure,8.699999999999989,6218.5,5737.799999999999
L,301.1,309.8,1493,38.9,149,No Failure,8.699999999999989,6081.9,5796.099999999999
L,301.1,309.6,1501,36.1,156,No Failure,8.5,5674.4,5631.6
L,301.1,309.7,1668,30.8,158,No Failure,8.599999999999966,5379.9,4866.400000000001
L,301.1,309.6,1502,48.9,160,No Failure,8.5,7691.4,7824.0
M,301.0,309.7,1288,58.4,162,No Failure,8.699999999999989,7876.9,9460.8
L,301.0,309.7,1491,42.9,165,No Failure,8.699999999999989,6698.3,7078.5
L,301.2,309.9,1643,32.9,171,No Failure,8.699999999999989,5660.6,5625.9
M,301.2,310.0,1625,31.6,173,No Failure,8.800000000000011,5377.4,5466.8
M,301.3,310.0,2068,17.8,176,No Failure,8.699999999999989,3854.8,3132.8
H,301.3,310.1,1469,39.7,179,No Failure,8.800000000000011,6107.2,7106.3
L,301.3,310.0,1344,54.8,186,No Failure,8.699999999999989,7712.7,10192.8
L,301.3,310.1,1355,53.6,193,No Failure,8.800000000000011,7605.6,10344.800000000001
L,301.3,310.1,1269,56.8,195,Overstrain Failure,8.800000000000011,7548.1,11076.0
M,301.3,310.1,1525,37.8,199,No Failure,8.800000000000011,6036.6,7522.2
M,301.3,310.0,1696,32.4,202,No Failure,8.699999999999989,5754.4,6544.799999999999
L,301.4,310.1,1937,21.8,205,No Failure,8.700000000000045,4422.0,4469.0
M,301.4,310.0,1689,32.1,207,No Failure,8.600000000000023,5677.6,6644.700000000001
M,301.3,310.0,1593,30.8,210,No Failure,8.699999999999989,5138.0,6468.0
M,301.3,309.9,1565,36.0,213,No Failure,8.599999999999966,5899.9,7668.0
L,301.3,310.0,1665,31.4,0,No Failure,8.699999999999989,5474.9,0.0
H,301.3,310.0,1532,36.3,2,No Failure,8.699999999999989,5823.6,72.6
L,301.3,310.0,1438,40.9,7,No Failure,8.699999999999989,6159.0,286.3
L,301.3,310.1,1531,41.6,9,No Failure,8.800000000000011,6669.6,374.40000000000003
L,301.3,310.0,1506,40.8,11,No Failure,8.699999999999989,6434.5,448.79999999999995
L,301.2,309.9,1382,52.4,13,No Failure,8.699999999999989,7583.5,681.1999999999999
M,301.2,309.9,1456,50.8,15,No Failure,8.699999999999989,7745.6,762.0
M,301.2,310.0,1445,45.6,18,No Failure,8.800000000000011,6900.2,820.8000000000001
L,301.2,309.9,1449,45.5,23,No Failure,8.699999999999989,6904.1,1046.5
H,301.2,309.9,1362,50.7,25,No Failure,8.699999999999989,7231.3,1267.5
L,301.2,309.9,1687,29.7,30,No Failure,8.699999999999989,5246.9,891.0
L,301.3,310.1,1662,31.0,37,No Failure,8.800000000000011,5395.4,1147.0
L,301.2,310.2,1385,42.3,42,No Failure,9.0,6135.1,1776.6
M,301.2,310.1,1479,45.5,44,No Failure,8.900000000000034,7047.1,2002.0
L,301.3,310.3,1400,44.3,47,No Failure,9.0,6494.7,2082.1
M,301.2,310.3,1357,54.5,49,No Failure,9.100000000000023,7744.7,2670.5
L,301.1,310.2,1657,34.1,52,No Failure,9.099999999999966,5917.1,1773.2
L,301.1,310.2,1496,43.4,54,No Failure,9.099999999999966,6799.1,2343.6
L,301.2,310.3,1548,38.6,59,No Failure,9.100000000000023,6257.3,2277.4
L,301.2,310.3,1499,38.1,61,No Failure,9.100000000000023,5980.7,2324.1
L,301.3,310.5,1365,47.7,70,No Failure,9.199999999999989,6818.4,3339.0
L,301.3,310.5,1503,48.6,72,No Failure,9.199999999999989,7649.3,3499.2000000000003
L,301.2,310.4,1390,49.9,74,No Failure,9.199999999999989,7263.5,3692.6
L,301.2,310.3,1497,45.7,76,No Failure,9.100000000000023,7164.2,3473.2000000000003
M,301.3,310.4,1577,48.3,78,No Failure,9.099999999999966,7976.4,3767.3999999999996
M,301.4,310.5,1563,39.9,83,No Failure,9.100000000000023,6530.7,3311.7
L,301.4,310.4,1433,43.4,86,No Failure,9.0,6512.8,3732.4
L,301.3,310.4,1384,50.1,88,No Failure,9.099999999999966,7261.1,4408.8
L,301.3,310.4,1346,46.7,90,No Failure,9.099999999999966,6582.5,4203.0
L,301.3,310.4,1459,44.7,92,No Failure,9.099999999999966,6829.5,4112.400000000001
L,301.4,310.4,1737,31.9,96,No Failure,9.0,5802.6,3062.3999999999996
L,301.4,310.5,1489,43.5,98,No Failure,9.100000000000023,6782.9,4263.0
M,301.5,310.6,1492,43.0,100,No Failure,9.100000000000023,6718.4,4300.0
M,301.4,310.5,1217,60.6,103,No Failure,9.100000000000023,7723.1,6241.8
L,301.5,310.5,1636,28.7,106,No Failure,9.0,4916.9,3042.2
L,301.4,310.4,1436,49.7,108,No Failure,9.0,7473.8,5367.6
L,301.4,310.4,1689,30.6,110,No Failure,9.0,5412.3,3366.0
L,301.5,310.6,1522,41.0,114,No Failure,9.100000000000023,6534.7,4674.0
L,301.5,310.5,1351,52.9,116,No Failure,9.0,7484.1,6136.4
L,301.5,310.5,1589,36.7,118,No Failure,9.0,6106.9,4330.6
L,301.5,310.6,1587,33.7,122,No Failure,9.100000000000023,5600.6,4111.400000000001
L,301.5,310.6,1962,20.2,124,No Failure,9.100000000000023,4150.3,2504.7999999999997
L,301.6,310.6,1418,43.9,129,No Failure,9.0,6518.8,5663.099999999999
L,301.6,310.7,1683,29.7,131,No Failure,9.099999999999966,5234.4,3890.7
L,301.7,310.8,1385,50.7,133,No Failure,9.100000000000023,7353.4,6743.1
L,301.7,310.8,1559,44.5,135,No Failure,9.100000000000023,7265.0,6007.5
M,301.7,310.8,1671,31.6,137,No Failure,9.100000000000023,5529.6,4329.2
M,301.6,310.8,1343,49.5,140,No Failure,9.199999999999989,6961.6,6930.0
M,301.6,310.8,1548,34.2,143,No Failure,9.199999999999989,5544.0,4890.6
L,301.7,310.9,1705,31.2,146,No Failure,9.199999999999989,5570.7,4555.2
L,301.6,310.8,1564,34.1,150,No Failure,9.199999999999989,5585.0,5115.0
M,301.6,310.9,1510,40.9,152,No Failure,9.299999999999955,6467.4,6216.8
L,301.6,310.9,1492,45.2,155,No Failure,9.299999999999955,7062.1,7006.0
M,301.5,310.8,1452,44.1,157,No Failure,9.300000000000011,6705.5,6923.7
M,301.5,310.8,1628,36.4,167,No Failure,9.300000000000011,6205.6,6078.8
L,301.4,310.7,1706,27.9,170,No Failure,9.300000000000011,4984.4,4743.0
L,301.4,310.8,1680,31.4,185,No Failure,9.400000000000034,5524.2,5809.0
L,301.4,310.8,1610,34.6,187,No Failure,9.400000000000034,5833.5,6470.2
L,301.6,310.9,1632,31.6,189,No Failure,9.299999999999955,5400.5,5972.400000000001
H,301.6,310.7,1414,51.7,197,No Failure,9.099999999999966,7655.4,10184.900000000001
L,301.5,310.6,1525,41.9,204,No Failure,9.100000000000023,6691.3,8547.6
L,301.5,310.6,1394,46.5,206,No Failure,9.100000000000023,6788.0,9579.0
L,301.5,310.6,1519,40.7,208,No Failure,9.100000000000023,6474.1,8465.6
L,301.4,310.6,1445,43.9,210,No Failure,9.200000000000045,6643.0,9219.0
L,301.4,310.6,1555,43.3,212,No Failure,9.200000000000045,7050.9,9179.599999999999
L,301.4,310.5,1633,39.5,0,No Failure,9.100000000000023,6754.8,0.0
M,301.4,310.6,1630,30.3,2,No Failure,9.200000000000045,5172.0,60.6
H,301.5,310.7,1790,26.2,8,No Failure,9.199999999999989,4911.1,209.6
L,301.5,310.8,1350,58.5,13,No Failure,9.300000000000011,8270.2,760.5
L,301.5,310.9,2760,8.0,15,Power Failure,9.399999999999977,2312.2,120.0
L,301.4,310.7,1584,32.2,17,No Failure,9.300000000000011,5341.2,547.4000000000001
L,301.4,310.7,1989,21.8,19,No Failure,9.300000000000011,4540.7,414.2
L,301.4,310.8,1431,44.3,21,No Failure,9.400000000000034,6638.5,930.3
L,301.4,310.7,1568,35.2,23,No Failure,9.300000000000011,5779.9,809.6
M,301.4,310.6,1459,46.9,27,No Failure,9.200000000000045,7165.7,1266.3
L,301.5,310.7,1568,33.1,38,No Failure,9.199999999999989,5435.0,1257.8
M,301.4,310.7,1459,37.7,40,No Failure,9.300000000000011,5760.0,1508.0
L,301.3,310.6,1376,47.6,45,No Failure,9.300000000000011,6858.9,2142.0
L,301.3,310.6,1426,40.7,54,No Failure,9.300000000000011,6077.7,2197.8
L,301.5,310.7,1466,43.6,56,No Failure,9.199999999999989,6693.4,2441.6
M,301.7,310.9,1435,48.0,66,No Failure,9.199999999999989,7213.1,3168.0
M,301.5,310.7,1416,53.2,69,No Failure,9.199999999999989,7888.7,3670.8
H,301.5,310.7,1599,40.4,72,No Failure,9.199999999999989,6764.9,2908.7999999999997
L,301.5,310.7,1466,47.3,77,No Failure,9.199999999999989,7261.5,3642.1
L,301.5,310.7,1408,47.3,79,No Failure,9.199999999999989,6974.2,3736.7
L,301.4,310.5,1647,33.3,85,No Failure,9.100000000000023,5743.4,2830.4999999999995
L,301.4,310.7,1675,30.7,92,No Failure,9.300000000000011,5385.0,2824.4
L,301.4,310.7,1605,34.2,94,No Failure,9.300000000000011,5748.2,3214.8
M,301.4,310.7,1617,34.3,101,No Failure,9.300000000000011,5808.1,3464.2999999999997
L,301.4,310.6,1347,53.3,104,No Failure,9.200000000000045,7518.4,5543.2
L,301.3,310.4,1695,30.9,108,No Failure,9.099999999999966,5484.7,3337.2
M,301.3,310.4,1635,32.5,110,No Failure,9.099999999999966,5564.5,3575.0
L,301.2,310.4,1381,49.8,115,No Failure,9.199999999999989,7202.0,5727.0
M,301.2,310.4,1382,41.6,117,No Failure,9.199999999999989,6020.5,4867.2
L,301.3,310.3,1419,55.7,125,No Failure,9.0,8276.9,6962.5
L,301.3,310.3,1555,41.2,131,No Failure,9.0,6709.0,5397.200000000001
L,301.4,310.4,1579,36.9,133,No Failure,9.0,6101.5,4907.7
L,301.5,310.5,1435,44.6,135,No Failure,9.0,6702.2,6021.0
L,301.6,310.6,1834,23.5,146,No Failure,9.0,4513.3,3431.0
L,301.5,310.4,1629,34.1,151,No Failure,8.899999999999977,5817.1,5149.1
L,301.5,310.5,1593,32.9,155,No Failure,9.0,5488.3,5099.5
M,301.5,310.5,1623,33.5,157,No Failure,9.0,5693.7,5259.5
L,301.5,310.5,1380,48.7,160,No Failure,9.0,7037.8,7792.0
L,301.6,310.6,1562,34.4,162,No Failure,9.0,5626.9,5572.8
L,301.6,310.7,1429,43.6,176,No Failure,9.099999999999966,6524.5,7673.6
M,301.5,310.5,1412,44.1,184,No Failure,9.0,6520.8,8114.400000000001
L,301.5,310.5,1466,48.1,189,No Failure,9.0,7384.3,9090.9
L,301.4,310.4,1471,37.5,193,No Failure,9.0,5776.6,7237.5
L,301.4,310.3,1492,41.4,195,No Failure,8.900000000000034,6468.4,8073.0
L,301.3,310.3,1460,41.5,197,No Failure,9.0,6345.0,8175.5
L,301.5,310.6,1381,50.7,206,No Failure,9.100000000000023,7332.1,10444.2
H,301.6,310.6,1400,49.5,211,No Failure,9.0,7257.1,10444.5
L,301.7,310.6,1624,34.5,216,No Failure,8.900000000000034,5867.2,7452.0
L,301.6,310.6,1506,43.4,222,No Failure,9.0,6844.5,9634.8
L,301.6,310.6,1455,43.9,0,No Failure,9.0,6688.9,0.0
H,301.6,310.5,1602,32.3,2,Random Failures,8.899999999999977,5418.7,64.6
L,301.5,310.4,1918,21.8,9,No Failure,8.899999999999977,4378.6,196.20000000000002
H,301.4,310.3,1611,41.5,11,No Failure,8.900000000000034,7001.2,456.5
H,301.4,310.4,1610,38.6,16,No Failure,9.0,6507.9,617.6
L,301.5,310.4,1329,46.6,24,No Failure,8.899999999999977,6485.4,1118.4
L,301.5,310.4,1270,54.2,26,No Failure,8.899999999999977,7208.3,1409.2
L,301.5,310.3,1415,41.6,28,No Failure,8.800000000000011,6164.2,1164.8
H,301.6,310.5,1786,27.1,35,No Failure,8.899999999999977,5068.5,948.5
L,301.7,310.6,1303,59.7,42,No Failure,8.900000000000034,8146.1,2507.4
L,301.8,310.7,1461,44.2,49,No Failure,8.899999999999977,6762.4,2165.8
L,301.8,310.7,2092,18.6,51,No Failure,8.899999999999977,4074.8,948.6
L,301.8,310.7,1441,49.3,58,No Failure,8.899999999999977,7439.4,2859.3999999999996
L,301.8,310.7,1523,43.3,60,No Failure,8.899999999999977,6905.8,2598.0
M,301.9,310.8,1557,35.3,65,No Failure,8.900000000000034,5755.6,2294.5
L,301.8,310.7,1644,33.4,68,No Failure,8.899999999999977,5750.1,2271.2
L,301.8,310.6,1522,43.8,70,No Failure,8.800000000000011,6981.0,3066.0
L,301.8,310.7,1597,30.8,74,No Failure,8.899999999999977,5150.9,2279.2000000000003
M,301.8,310.8,1619,31.0,76,No Failure,9.0,5255.8,2356.0
L,301.9,310.8,1519,39.0,90,No Failure,8.900000000000034,6203.7,3510.0
L,301.9,310.8,1650,29.8,94,No Failure,8.900000000000034,5149.1,2801.2000000000003
M,301.8,310.8,1508,38.8,96,No Failure,9.0,6127.2,3724.7999999999997
M,301.9,310.9,1763,28.4,103,No Failure,9.0,5243.2,2925.2
H,301.9,310.9,1590,34.3,106,No Failure,9.0,5711.1,3635.7999999999997
H,301.9,311.0,1336,63.6,111,No Failure,9.100000000000023,8898.0,7059.6
M,301.9,311.0,1638,35.4,116,No Failure,9.100000000000023,6072.2,4106.4
L,301.9,311.0,1356,45.7,119,No Failure,9.100000000000023,6489.4,5438.3
M,301.9,311.0,1384,47.4,121,No Failure,9.100000000000023,6869.8,5735.4
L,301.9,310.9,1309,48.0,124,No Failure,9.0,6579.8,5952.0
L,301.9,311.0,1289,54.9,128,No Failure,9.100000000000023,7410.6,7027.2
L,301.7,310.8,1493,47.6,145,No Failure,9.100000000000023,7442.1,6902.0
L,301.6,310.8,1726,26.7,150,No Failure,9.199999999999989,4825.9,4005.0
L,301.7,310.9,1608,33.0,160,No Failure,9.199999999999989,5556.8,5280.0
L,301.8,311.0,1771,27.2,162,No Failure,9.199999999999989,5044.5,4406.4
M,301.9,311.1,1417,52.5,171,No Failure,9.200000000000045,7790.4,8977.5
H,301.9,311.0,1430,49.8,174,No Failure,9.100000000000023,7457.5,8665.199999999999
L,302.0,311.1,1402,47.8,182,No Failure,9.100000000000023,7017.9,8699.6
L,302.0,311.0,1550,35.2,184,No Failure,9.0,5713.5,6476.8
L,301.9,311.0,1376,44.9,186,No Failure,9.100000000000023,6469.8,8351.4
L,301.8,310.9,1521,39.3,197,No Failure,9.099999999999966,6259.7,7742.099999999999
H,301.8,310.8,1470,37.6,204,No Failure,9.0,5788.1,7670.400000000001
M,301.9,310.9,1573,38.9,209,No Failure,9.0,6407.8,8130.099999999999
L,302.0,310.9,1378,53.1,212,Overstrain Failure,8.899999999999977,7662.5,11257.2
L,301.9,310.9,1567,39.0,214,Tool Wear Failure,9.0,6399.7,8346.0
M,301.9,310.9,1441,43.7,0,No Failure,9.0,6594.4,0.0
M,301.9,310.9,1641,33.2,3,No Failure,9.0,5705.3,99.60000000000001
M,302.0,311.1,1769,26.0,10,No Failure,9.100000000000023,4816.5,260.0
L,302.0,311.0,1632,34.2,18,No Failure,9.0,5844.9,615.6
M,302.0,311.0,1980,21.5,20,No Failure,9.0,4457.9,430.0
L,302.0,311.0,1686,32.5,25,No Failure,9.0,5738.1,812.5
L,301.9,310.9,1574,31.4,27,No Failure,9.0,5175.6,847.8
L,301.8,310.8,1546,43.4,29,No Failure,9.0,7026.3,1258.6
L,301.8,310.9,1899,24.7,31,No Failure,9.099999999999966,4911.9,765.6999999999999
