type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,diff_temperature_air_process,power_W,wear_x_torque_minNm
L,298.1,307.9,1502,41.8,79,9.799999999999955,6574.7,3302.2
M,297.6,309.5,1709,32.2,65,11.899999999999977,5762.7,2093.0
L,299.8,309.2,1504,38.7,212,9.399999999999977,6095.2,8204.400000000001
M,300.8,312.2,1664,25.7,150,11.399999999999977,4478.3,3855.0
L,298.2,308.9,1278,54.0,18,10.699999999999989,7226.9,972.0
L,299.3,309.3,1528,37.8,45,10.0,6048.4,1700.9999999999998
L,296.8,308.0,1561,38.3,9,11.199999999999989,6260.8,344.7
L,299.6,309.3,1558,34.8,115,9.699999999999989,5677.7,4001.9999999999995
M,299.9,309.4,1483,38.1,193,9.5,5916.9,7353.3
M,300.8,310.9,1522,41.7,115,10.099999999999966,6646.3,4795.5
M,300.6,309.7,1934,22.8,15,9.099999999999966,4617.6,342.0
M,301.4,310.6,1431,40.6,101,9.200000000000045,6084.1,4100.6
M,300.5,312.0,1779,27.7,46,11.5,5160.4,1274.2
M,301.2,312.4,1505,39.6,102,11.199999999999989,6241.1,4039.2000000000003
L,301.1,310.8,1608,32.9,119,9.699999999999989,5540.0,3915.1
L,303.4,311.7,1476,42.3,180,8.300000000000011,6538.2,7613.999999999999
L,301.9,310.8,1427,47.7,92,8.900000000000034,7128.1,4388.400000000001
L,297.9,309.0,1456,46.5,52,11.100000000000023,7089.9,2418.0
M,301.7,310.7,1861,21.8,84,9.0,4248.5,1831.2
L,302.5,312.0,1574,33.8,63,9.5,5571.2,2129.3999999999996
M,301.0,310.9,1765,24.2,179,9.899999999999977,4472.9,4331.8
L,303.7,312.3,1922,23.1,193,8.600000000000023,4649.4,4458.3
L,302.5,312.0,2052,18.9,40,9.5,4061.3,756.0
M,298.4,309.2,1597,33.5,116,10.800000000000011,5602.5,3886.0
M,300.8,311.2,1488,40.1,87,10.399999999999977,6248.5,3488.7000000000003
L,299.4,308.7,1553,42.7,128,9.300000000000011,6944.3,5465.6
L,302.3,310.9,1459,35.0,32,8.599999999999966,5347.5,1120.0
M,298.5,308.0,1713,25.8,154,9.5,4628.1,3973.2000000000003
H,301.9,311.0,1871,26.0,132,9.100000000000023,5094.2,3432.0
M,297.5,308.3,1622,37.2,103,10.800000000000011,6318.6,3831.6000000000004
L,301.7,309.8,1491,39.3,114,8.100000000000023,6136.2,4480.2
L,304.1,313.6,1611,31.4,144,9.5,5297.3,4521.599999999999
M,298.3,308.9,1646,25.4,46,10.599999999999966,4378.2,1168.3999999999999
L,298.6,310.0,1522,40.3,32,11.399999999999977,6423.2,1289.6
L,301.3,310.9,2165,17.4,143,9.599999999999966,3944.9,2488.2
L,299.7,311.0,1983,21.0,201,11.300000000000011,4360.8,4221.0
L,302.0,310.4,1611,35.6,117,8.399999999999977,6005.8,4165.2
L,297.5,308.4,1723,27.3,67,10.899999999999977,4925.8,1829.1000000000001
M,301.5,310.5,1612,29.8,148,9.0,5030.5,4410.400000000001
L,302.0,310.9,1663,31.5,81,8.899999999999977,5485.7,2551.5
L,302.1,311.0,1586,35.1,142,8.899999999999977,5829.6,4984.2
L,297.5,308.4,1747,31.0,45,10.899999999999977,5671.3,1395.0
L,301.9,310.6,1573,36.6,15,8.700000000000045,6028.9,549.0
L,301.3,310.4,1440,41.5,197,9.099999999999966,6258.1,8175.5
L,297.6,308.6,1528,40.0,123,11.0,6400.5,4920.0
M,300.4,311.4,1355,56.2,122,11.0,7974.5,6856.400000000001
L,302.4,311.8,1451,42.0,110,9.400000000000034,6381.8,4620.0
M,302.7,310.8,1555,36.1,35,8.100000000000023,5878.5,1263.5
L,298.5,309.5,1480,38.1,160,11.0,5904.9,6096.0
M,300.1,309.2,1457,44.3,98,9.099999999999966,6759.1,4341.4
L,301.7,311.0,1474,42.6,164,9.300000000000011,6575.6,6986.400000000001
H,301.5,310.8,1474,38.7,58,9.300000000000011,5973.6,2244.6000000000004
L,299.6,310.1,1487,42.9,42,10.5,6680.3,1801.8
L,300.6,311.0,1543,34.7,89,10.399999999999977,5606.9,3088.3
L,299.5,309.3,1941,22.5,18,9.800000000000011,4573.4,405.0
M,302.7,312.0,1944,21.4,71,9.300000000000011,4356.5,1519.3999999999999
L,300.7,312.0,1401,51.1,50,11.300000000000011,7497.0,2555.0
L,297.4,309.3,1332,53.2,115,11.900000000000034,7420.7,6118.0
L,301.5,310.5,1389,54.9,187,9.0,7985.5,10266.3
M,299.9,309.2,1539,43.2,132,9.300000000000011,6962.3,5702.400000000001
M,299.0,310.2,1564,39.9,97,11.199999999999989,6534.9,3870.2999999999997
L,303.6,312.4,1363,53.1,7,8.799999999999955,7579.1,371.7
L,299.7,309.1,1475,40.0,123,9.400000000000034,6178.5,4920.0
L,298.8,310.2,1504,41.0,51,11.399999999999977,6457.4,2091.0
L,298.4,309.2,1335,53.5,168,10.800000000000011,7479.3,8988.0
H,297.7,308.4,1288,49.5,91,10.699999999999989,6676.5,4504.5
M,298.5,309.3,1692,26.7,118,10.800000000000011,4730.9,3150.6
M,298.1,308.3,1453,41.5,204,10.199999999999989,6314.5,8466.0
M,302.3,311.3,1444,43.1,115,9.0,6517.4,4956.5
L,302.9,312.2,1340,57.8,90,9.300000000000011,8110.8,5202.0
L,298.7,309.7,1293,59.1,125,11.0,8002.3,7387.5
L,302.4,310.4,1865,23.9,129,8.0,4667.7,3083.1
L,302.7,312.4,1423,51.9,60,9.699999999999989,7733.9,3114.0
L,297.7,307.7,1581,34.9,31,10.0,5778.1,1081.8999999999999
L,296.9,307.6,1435,45.0,119,10.700000000000045,6762.3,5355.0
M,300.7,311.0,1413,44.3,72,10.300000000000011,6555.0,3189.6
L,300.7,311.9,1462,39.7,181,11.199999999999989,6078.1,7185.700000000001
L,297.2,308.6,1578,34.4,76,11.400000000000034,5684.5,2614.4
H,297.5,308.6,1536,38.7,7,11.100000000000023,6224.9,270.90000000000003
M,297.6,308.3,1567,34.6,71,10.699999999999989,5677.7,2456.6
L,296.6,307.5,1557,35.1,60,10.899999999999977,5723.0,2106.0
L,302.1,311.4,1889,22.7,194,9.299999999999955,4490.4,4403.8
L,297.5,308.3,1437,42.3,29,10.800000000000011,6365.4,1226.6999999999998
M,300.5,310.2,1386,48.2,225,9.699999999999989,6995.8,10845.0
M,302.2,310.5,1832,23.7,129,8.300000000000011,4546.8,3057.2999999999997
L,296.3,307.3,1567,31.4,5,11.0,5152.6,157.0
L,298.4,309.2,1651,28.5,141,10.800000000000011,4927.4,4018.5
L,299.3,308.8,1772,25.2,89,9.5,4676.2,2242.7999999999997
L,300.5,309.5,1653,27.6,62,9.0,4777.6,1711.2
M,299.3,308.7,1390,49.3,215,9.399999999999977,7176.1,10599.5
M,296.6,307.5,1566,35.0,201,10.899999999999977,5739.7,7035.0
L,302.4,311.0,1329,54.6,176,8.600000000000023,7598.8,9609.6
L,299.0,310.3,1428,46.3,175,11.300000000000011,6923.7,8102.499999999999
L,297.7,309.1,1562,36.8,172,11.400000000000034,6019.5,6329.599999999999
M,301.6,310.6,1553,38.9,0,9.0,6326.3,0.0
L,303.9,313.1,1491,37.2,195,9.200000000000045,5808.3,7254.000000000001
L,303.8,312.9,1819,23.7,16,9.099999999999966,4514.5,379.2
M,300.3,310.0,1409,43.2,9,9.699999999999989,6374.2,388.8
L,300.1,309.4,1559,39.7,24,9.299999999999955,6481.3,952.8000000000001
M,298.9,310.1,1549,40.2,65,11.200000000000045,6520.9,2613.0
M,297.4,309.3,1564,36.0,126,11.900000000000034,5896.1,4536.0
L,300.7,309.5,1850,24.5,19,8.800000000000011,4746.4,465.5
L,303.4,311.5,1879,21.3,78,8.100000000000023,4191.2,1661.4
L,297.4,308.3,1493,41.2,43,10.900000000000034,6441.5,1771.6000000000001
M,298.3,309.2,1359,51.4,21,10.899999999999977,7314.9,1079.3999999999999
M,298.3,308.5,1629,37.1,170,10.199999999999989,6328.8,6307.0
M,300.7,309.8,1490,38.8,173,9.100000000000023,6054.1,6712.4
L,298.8,309.8,1563,33.7,143,11.0,5515.9,4819.1
L,301.7,310.5,2465,13.7,149,8.800000000000011,3536.4,2041.3
M,303.7,312.8,1685,31.8,203,9.100000000000023,5611.2,6455.400000000001
L,297.4,308.9,1809,23.8,131,11.5,4508.6,3117.8
L,300.7,310.8,1519,43.9,55,10.100000000000023,6983.1,2414.5
L,302.2,311.5,1346,52.4,157,9.300000000000011,7385.9,8226.8
L,301.7,310.7,1763,25.9,3,9.0,4781.7,77.69999999999999
L,297.5,308.6,1621,28.9,0,11.100000000000023,4905.8,0.0
M,304.3,313.6,1585,32.1,202,9.300000000000011,5328.0,6484.200000000001
M,302.5,310.4,1605,36.0,69,7.899999999999977,6050.7,2484.0
L,301.0,311.5,1444,39.8,197,10.5,6018.4,7840.599999999999
L,301.9,311.0,1455,46.0,29,9.100000000000023,7008.9,1334.0
L,296.8,308.1,1356,48.3,201,11.300000000000011,6858.6,9708.3
L,296.0,306.7,1416,44.2,46,10.699999999999989,6554.1,2033.2
L,300.7,310.5,1445,41.1,201,9.800000000000011,6219.3,8261.1
H,300.6,310.0,1483,44.0,97,9.399999999999977,6833.2,4268.0
L,301.1,311.3,1622,35.6,34,10.199999999999989,6046.9,1210.4
L,300.8,310.8,1689,32.9,151,10.0,5819.1,4967.9
L,303.6,312.4,1418,46.0,128,8.799999999999955,6830.7,5888.0
M,301.8,310.8,1365,48.2,199,9.0,6889.8,9591.800000000001
L,297.0,307.6,1680,35.8,20,10.600000000000023,6298.3,716.0
H,297.7,308.8,1404,50.3,97,11.100000000000023,7395.4,4879.099999999999
H,298.8,309.6,1309,57.4,185,10.800000000000011,7868.3,10619.0
M,302.2,311.1,1728,34.0,179,8.900000000000034,6152.5,6086.0
M,300.6,310.8,1389,48.1,88,10.199999999999989,6996.4,4232.8
H,300.4,309.8,1409,47.5,138,9.400000000000034,7008.6,6555.0
L,298.0,307.7,1643,32.3,200,9.699999999999989,5557.4,6459.999999999999
M,301.9,309.6,1551,34.6,211,7.7000000000000455,5619.7,7300.6
H,301.4,310.7,1516,36.4,83,9.300000000000011,5778.7,3021.2
M,298.6,309.7,1422,49.7,139,11.099999999999966,7400.9,6908.3
L,301.4,310.8,1362,53.2,4,9.400000000000034,7587.8,212.8
L,300.3,311.7,1317,56.5,7,11.399999999999977,7792.2,395.5
L,296.6,307.3,1474,40.0,158,10.699999999999989,6174.3,6320.0
L,299.7,309.5,1352,49.7,184,9.800000000000011,7036.6,9144.800000000001
L,297.6,308.5,1475,42.4,24,10.899999999999977,6549.2,1017.5999999999999
M,297.9,307.8,1303,59.3,75,9.900000000000034,8091.5,4447.5
L,299.6,309.2,1422,39.8,219,9.599999999999966,5926.7,8716.199999999999
M,299.3,308.9,1767,24.8,196,9.599999999999966,4589.0,4860.8
L,297.5,308.5,1546,40.4,129,11.0,6540.6,5211.599999999999
L,301.8,310.7,1547,41.7,72,8.899999999999977,6755.5,3002.4
M,301.7,310.6,1380,45.8,70,8.900000000000034,6618.7,3206.0
L,302.3,311.4,1511,34.7,75,9.099999999999966,5490.6,2602.5
L,299.3,308.8,1341,47.7,199,9.5,6698.5,9492.300000000001
H,298.8,308.6,1449,49.4,150,9.800000000000011,7495.9,7410.0
L,302.8,310.6,1670,29.1,2,7.800000000000011,5089.1,58.2
H,300.3,311.6,1463,41.6,102,11.300000000000011,6373.3,4243.2
M,296.9,307.4,1521,37.9,27,10.5,6036.7,1023.3
H,304.0,313.1,1408,39.8,132,9.100000000000023,5868.3,5253.599999999999
L,298.7,308.5,1544,35.2,159,9.800000000000011,5691.4,5596.8
M,297.2,308.6,1444,41.1,56,11.400000000000034,6214.9,2301.6
H,302.4,310.1,1597,28.9,179,7.7000000000000455,4833.2,5173.099999999999
M,300.6,310.2,1532,38.7,16,9.599999999999966,6208.7,619.2
M,295.8,306.5,1514,37.7,60,10.699999999999989,5977.2,2262.0
M,298.0,308.7,1614,30.7,106,10.699999999999989,5188.8,3254.2
L,302.0,311.1,1635,36.0,23,9.100000000000023,6163.8,828.0
H,297.7,308.4,1738,27.7,96,10.699999999999989,5041.5,2659.2
L,299.1,310.6,1818,24.1,173,11.5,4588.2,4169.3
L,304.0,313.0,1407,42.1,5,9.0,6203.0,210.5
L,298.5,308.7,1575,33.9,128,10.199999999999989,5591.2,4339.2
L,300.3,311.8,1451,41.0,55,11.5,6229.9,2255.0
L,299.9,310.3,1638,29.1,152,10.400000000000034,4991.6,4423.2
L,298.8,308.9,1852,25.0,57,10.099999999999966,4848.5,1425.0
L,301.3,310.8,1719,29.5,62,9.5,5310.4,1829.0
L,300.4,311.5,1596,32.5,154,11.100000000000023,5431.8,5005.0
H,302.4,310.2,1435,44.9,127,7.800000000000011,6747.3,5702.3
L,301.6,310.0,1566,30.3,79,8.399999999999977,4968.9,2393.7000000000003
H,303.6,311.7,1476,40.1,85,8.099999999999966,6198.1,3408.5
L,297.4,309.2,1274,54.3,121,11.800000000000011,7244.3,6570.299999999999
M,299.7,309.1,1352,46.1,102,9.400000000000034,6526.9,4702.2
M,300.2,311.7,1555,37.4,169,11.5,6090.2,6320.599999999999
H,299.7,310.3,1462,40.4,19,10.600000000000023,6185.3,767.6
H,300.9,312.0,2129,17.8,173,11.100000000000023,3968.5,3079.4
L,300.4,309.9,1567,36.5,72,9.5,5989.5,2628.0
L,303.9,313.2,1393,46.5,9,9.300000000000011,6783.2,418.5
L,299.6,310.1,1553,38.0,83,10.5,6179.9,3154.0
L,300.6,312.0,1406,55.1,136,11.399999999999977,8112.7,7493.6
L,299.3,308.6,1437,48.1,67,9.300000000000011,7238.2,3222.7000000000003
H,298.2,309.0,1360,56.8,107,10.800000000000011,8089.4,6077.599999999999
L,301.8,311.0,1651,32.5,195,9.199999999999989,5619.0,6337.5
L,303.0,312.5,1461,40.2,127,9.5,6150.4,5105.400000000001
M,298.2,307.9,1462,38.8,124,9.699999999999989,5940.3,4811.2
L,297.5,308.7,1429,44.3,201,11.199999999999989,6629.3,8904.3
H,298.6,309.5,1584,31.8,27,10.899999999999977,5274.9,858.6
H,295.7,306.2,1458,49.8,151,10.5,7603.5,7519.799999999999
L,298.1,308.1,1791,27.3,63,10.0,5120.2,1719.9
M,296.7,307.8,1672,32.4,113,11.100000000000023,5673.0,3661.2
L,300.2,311.6,1356,53.5,132,11.400000000000034,7597.0,7062.0
M,302.2,311.5,1863,25.7,85,9.300000000000011,5013.9,2184.5
L,303.8,312.7,1414,41.7,190,8.899999999999977,6174.7,7923.000000000001
L,302.4,310.2,1400,53.7,175,7.800000000000011,7872.8,9397.5
L,298.5,310.1,1809,28.9,20,11.600000000000023,5474.8,578.0
M,303.2,311.2,1688,31.9,33,8.0,5638.9,1052.7
M,300.6,309.8,1659,28.9,127,9.199999999999989,5020.8,3670.2999999999997
L,303.2,311.4,1610,35.5,63,8.199999999999989,5985.3,2236.5
L,298.8,310.2,1814,26.8,204,11.399999999999977,5091.0,5467.2
M,300.3,311.1,1477,44.2,166,10.800000000000011,6836.5,7337.200000000001
L,298.1,308.5,1498,49.4,5,10.399999999999977,7749.4,247.0
M,300.2,311.6,1510,47.5,146,11.400000000000034,7511.0,6935.0
L,301.4,310.6,1634,31.1,171,9.200000000000045,5321.6,5318.1
L,301.0,311.2,1511,42.9,26,10.199999999999989,6788.1,1115.3999999999999
M,299.3,309.0,1496,43.4,67,9.699999999999989,6799.1,2907.7999999999997
L,297.1,308.2,1427,45.2,136,11.099999999999966,6754.5,6147.200000000001
L,298.4,307.9,1981,23.2,16,9.5,4812.8,371.2
L,301.6,310.9,1559,40.2,191,9.299999999999955,6563.0,7678.200000000001
M,298.9,308.2,1411,51.3,43,9.300000000000011,7580.1,2205.9
M,302.9,312.5,1551,40.0,20,9.600000000000023,6496.8,800.0
H,301.3,310.6,1605,32.5,59,9.300000000000011,5462.4,1917.5
L,301.3,310.8,1432,54.4,51,9.5,8157.8,2774.4
L,302.1,310.8,1772,27.1,233,8.699999999999989,5028.8,6314.3
L,298.4,308.2,1364,45.9,63,9.800000000000011,6556.3,2891.7
L,303.2,311.2,1427,45.6,25,8.0,6814.2,1140.0
M,297.4,308.2,1536,34.6,4,10.800000000000011,5565.4,138.4
M,298.0,307.6,1472,46.7,116,9.600000000000023,7198.7,5417.200000000001
H,302.3,311.8,1804,25.0,43,9.5,4722.9,1075.0
L,298.6,309.5,1483,43.2,92,10.899999999999977,6708.9,3974.4
H,300.1,311.5,1422,46.2,134,11.399999999999977,6879.7,6190.8
L,300.5,310.0,1413,44.5,152,9.5,6584.6,6764.0
M,298.3,309.6,1681,27.1,194,11.300000000000011,4770.5,5257.400000000001
M,299.0,310.0,1488,46.3,198,11.0,7214.6,9167.4
M,300.5,311.8,1636,34.4,2,11.300000000000011,5893.5,68.8
L,297.3,308.5,1456,54.2,179,11.199999999999989,8264.0,9701.800000000001
L,300.7,310.8,1475,42.0,147,10.100000000000023,6487.4,6174.0
M,301.9,309.6,1385,45.8,217,7.7000000000000455,6642.7,9938.599999999999
M,301.5,310.5,1737,29.3,114,9.0,5329.6,3340.2000000000003
L,298.5,308.3,1811,24.7,27,9.800000000000011,4684.3,666.9
L,299.6,310.7,1393,52.1,110,11.099999999999966,7600.1,5731.0
M,297.3,308.2,1452,38.2,44,10.899999999999977,5808.4,1680.8000000000002
M,300.8,310.8,1461,41.3,53,10.0,6318.7,2188.8999999999996
L,301.5,310.9,1600,39.0,160,9.399999999999977,6534.5,6240.0
L,299.6,309.1,2266,15.3,79,9.5,3630.6,1208.7
M,300.4,311.5,1750,27.3,116,11.100000000000023,5003.0,3166.8
L,299.8,309.1,1485,39.9,207,9.300000000000011,6204.8,8259.3
L,297.8,309.9,1351,49.0,181,12.099999999999966,6932.3,8869.0
M,300.3,310.0,1537,37.5,6,9.699999999999989,6035.8,225.0
M,298.6,309.4,1465,41.1,30,10.799999999999955,6305.3,1233.0
L,301.7,311.1,1399,55.1,156,9.400000000000034,8072.3,8595.6
L,300.7,312.0,1550,32.4,5,11.300000000000011,5259.0,162.0
L,300.7,310.1,1351,46.9,165,9.400000000000034,6635.2,7738.5
M,302.4,310.9,1469,41.6,124,8.5,6399.5,5158.400000000001
M,298.2,309.4,1408,46.5,76,11.199999999999989,6856.2,3534.0
L,302.5,310.3,1549,40.9,170,7.800000000000011,6634.4,6953.0
H,297.2,308.3,1453,45.8,105,11.100000000000023,6968.8,4809.0
L,298.7,309.9,1446,43.3,46,11.199999999999989,6556.7,1991.8
L,298.6,309.7,1703,26.1,5,11.099999999999966,4654.6,130.5
H,298.6,309.4,1439,47.1,149,10.799999999999955,7097.6,7017.900000000001
H,297.4,308.4,1487,46.2,150,11.0,7194.2,6930.0
L,301.3,311.1,1624,40.9,0,9.800000000000011,6955.7,0.0
M,303.8,313.0,1789,23.5,215,9.199999999999989,4402.6,5052.5
L,302.4,311.0,1610,33.1,161,8.600000000000023,5580.6,5329.1
L,300.0,309.0,2174,16.9,112,9.0,3847.5,1892.7999999999997
L,301.5,310.4,1543,34.0,55,8.899999999999977,5493.8,1870.0
L,300.1,310.0,1511,41.7,186,9.899999999999977,6598.3,7756.200000000001
L,301.3,310.5,1337,52.7,106,9.199999999999989,7378.5,5586.200000000001
L,299.8,309.6,1374,51.6,137,9.800000000000011,7424.5,7069.2
L,301.2,312.3,1528,38.4,85,11.100000000000023,6144.5,3264.0
M,299.7,309.0,1645,31.9,155,9.300000000000011,5495.2,4944.5
M,298.5,309.4,1522,47.4,20,10.899999999999977,7554.8,948.0
M,298.7,309.7,1622,34.6,8,11.0,5877.0,276.8
M,302.3,311.4,1500,40.2,30,9.099999999999966,6314.6,1206.0
L,302.2,310.9,1506,34.0,49,8.699999999999989,5362.1,1666.0
L,300.7,311.8,1603,34.1,17,11.100000000000023,5724.2,579.7
H,303.3,311.3,1502,39.5,38,8.0,6212.9,1501.0
M,303.7,312.7,1316,51.8,197,9.0,7138.6,10204.599999999999
L,295.9,306.4,1892,21.7,72,10.5,4299.4,1562.3999999999999
H,301.0,310.1,1454,44.1,217,9.100000000000023,6714.8,9569.7
M,295.5,306.0,1641,36.6,21,10.5,6289.5,768.6
L,299.0,308.8,1310,50.7,112,9.800000000000011,6955.2,5678.400000000001
L,301.3,310.6,1529,41.8,176,9.300000000000011,6692.9,7356.799999999999
L,300.6,309.4,1654,32.8,57,8.799999999999955,5681.2,1869.6
M,302.3,310.7,1544,39.7,141,8.399999999999977,6419.0,5597.700000000001
L,301.6,310.9,1385,50.7,195,9.299999999999955,7353.4,9886.5
L,301.0,311.4,1478,39.5,75,10.399999999999977,6113.6,2962.5
L,302.8,312.4,1529,36.8,237,9.599999999999966,5892.3,8721.599999999999
M,297.9,307.9,1540,39.8,38,10.0,6418.5,1512.3999999999999
M,301.0,311.2,1521,35.8,13,10.199999999999989,5702.2,465.4
L,300.8,312.0,1416,46.5,7,11.199999999999989,6895.2,325.5
L,298.8,309.9,1320,47.4,210,11.099999999999966,6552.1,9954.0
L,298.0,307.3,1424,46.5,185,9.300000000000011,6934.1,8602.5
L,298.7,308.5,1469,39.9,67,9.800000000000011,6137.9,2673.2999999999997
M,300.4,311.7,1555,38.7,5,11.300000000000011,6301.9,193.5
L,298.4,308.0,1508,47.9,25,9.600000000000023,7564.2,1197.5
L,302.2,311.6,1872,20.4,202,9.400000000000034,3999.1,4120.799999999999
L,299.5,308.6,1672,30.5,177,9.100000000000023,5340.3,5398.5
M,300.7,309.5,1352,44.0,126,8.800000000000011,6229.6,5544.0
L,297.6,308.3,1617,31.7,39,10.699999999999989,5367.8,1236.3
L,298.5,309.6,1421,53.6,122,11.100000000000023,7976.0,6539.2
L,300.3,311.4,1346,51.1,147,11.099999999999966,7202.7,7511.7
L,300.5,310.5,1564,38.2,199,10.0,6256.5,7601.8
H,296.8,307.5,1695,30.0,33,10.699999999999989,5325.0,990.0
M,297.7,308.9,1327,63.7,21,11.199999999999989,8852.0,1337.7
M,302.3,311.8,1557,34.1,185,9.5,5560.0,6308.5
L,295.7,306.2,1397,52.0,101,10.5,7607.3,5252.0
L,297.1,307.8,1454,50.6,94,10.699999999999989,7704.5,4756.400000000001
L,300.5,309.8,1461,52.5,146,9.300000000000011,8032.3,7665.0
M,298.9,309.3,1632,32.5,55,10.400000000000034,5554.3,1787.5
L,302.7,310.6,1686,26.3,9,7.900000000000034,4643.5,236.70000000000002
H,302.0,309.9,1735,27.2,192,7.899999999999977,4941.9,5222.4
M,300.2,311.4,1427,39.7,196,11.199999999999989,5932.6,7781.200000000001
L,302.2,310.8,1438,41.4,66,8.600000000000023,6234.3,2732.4
L,302.4,311.2,1448,50.5,53,8.800000000000011,7657.5,2676.5
L,296.2,307.2,1445,41.8,20,11.0,6325.2,836.0
L,298.8,309.9,1482,39.1,45,11.099999999999966,6068.1,1759.5
M,304.3,313.5,1525,42.0,2,9.199999999999989,6707.3,84.0
L,300.2,311.6,1529,35.5,21,11.400000000000034,5684.1,745.5
L,295.6,306.1,1383,48.7,147,10.5,7053.1,7158.900000000001
M,298.4,309.5,1519,35.4,133,11.100000000000023,5631.1,4708.2
M,301.6,310.4,1455,39.0,118,8.799999999999955,5942.3,4602.0
L,301.0,310.7,1464,45.8,184,9.699999999999989,7021.6,8427.199999999999
L,297.4,308.1,1729,31.7,204,10.700000000000045,5739.6,6466.8
H,301.3,310.1,1455,44.1,188,8.800000000000011,6719.4,8290.800000000001
H,297.4,308.8,1324,53.5,169,11.400000000000034,7417.7,9041.5
L,302.4,311.8,1448,43.4,141,9.400000000000034,6580.9,6119.4
M,300.3,309.9,1494,38.5,33,9.599999999999966,6023.4,1270.5
L,301.8,311.2,1334,52.3,68,9.399999999999977,7306.1,3556.3999999999996
L,300.8,312.4,1767,25.6,105,11.599999999999966,4737.0,2688.0
L,300.1,309.2,1326,55.9,55,9.099999999999966,7762.2,3074.5
L,300.5,311.4,1432,47.5,51,10.899999999999977,7123.0,2422.5
L,301.1,312.3,1464,35.3,65,11.199999999999989,5411.8,2294.5
M,300.9,309.9,1465,42.9,209,9.0,6581.5,8966.1
H,299.8,309.2,1435,42.6,111,9.399999999999977,6401.6,4728.6
L,300.7,311.2,1878,24.3,24,10.5,4778.9,583.2
L,300.5,309.7,1616,34.5,155,9.199999999999989,5838.3,5347.5
M,300.7,309.5,1622,30.5,14,8.800000000000011,5180.6,427.0
H,302.2,310.9,1522,35.9,61,8.699999999999989,5721.9,2189.9
L,299.7,309.6,1720,27.1,146,9.900000000000034,4881.2,3956.6000000000004
L,301.2,309.9,1984,19.7,169,8.699999999999989,4093.0,3329.2999999999997
M,302.0,310.4,1828,26.3,82,8.399999999999977,5034.5,2156.6
L,296.9,308.0,1521,34.5,84,11.100000000000023,5495.1,2898.0
M,302.7,311.7,1784,25.1,177,9.0,4689.2,4442.7
L,297.0,307.8,1774,28.0,188,10.800000000000011,5201.6,5264.0
L,298.7,309.2,1586,31.4,180,10.5,5215.1,5652.0
M,300.7,310.3,1659,29.8,6,9.600000000000023,5177.2,178.8
L,303.4,311.5,1414,44.8,71,8.100000000000023,6633.7,3180.7999999999997
L,297.3,308.7,1549,36.1,218,11.399999999999977,5855.8,7869.8
L,304.0,313.3,1530,34.8,211,9.300000000000011,5575.7,7342.799999999999
H,297.7,307.4,1432,40.2,132,9.699999999999989,6028.3,5306.400000000001
H,300.1,309.6,1463,45.1,113,9.5,6909.5,5096.3
H,304.1,313.3,1397,49.6,34,9.199999999999989,7256.2,1686.4
L,300.3,310.2,1471,45.2,48,9.899999999999977,6962.7,2169.6000000000004
M,302.1,311.4,1467,43.4,33,9.299999999999955,6667.3,1432.2
L,302.2,311.3,1475,48.6,104,9.100000000000023,7506.8,5054.400000000001
L,301.0,310.8,1558,34.9,196,9.800000000000011,5694.1,6840.4
L,299.5,310.8,1283,52.4,112,11.300000000000011,7040.2,5868.8
M,303.4,312.2,1972,23.5,59,8.800000000000011,4852.9,1386.5
L,301.0,310.9,1392,52.9,173,9.899999999999977,7711.2,9151.699999999999
H,298.0,307.9,1482,37.8,132,9.899999999999977,5866.4,4989.599999999999
L,301.4,311.0,1533,45.8,125,9.600000000000023,7352.5,5725.0
L,297.6,309.1,1449,49.1,174,11.5,7450.4,8543.4
L,299.0,310.1,1699,32.9,87,11.100000000000023,5853.5,2862.2999999999997
M,299.0,310.0,1338,56.4,29,11.0,7902.5,1635.6
L,297.4,308.5,1389,39.2,54,11.100000000000023,5701.9,2116.8
L,297.9,307.8,1397,45.0,104,9.900000000000034,6583.2,4680.0
L,298.8,308.9,1461,47.9,206,10.099999999999966,7328.5,9867.4
L,300.7,309.9,1815,27.0,190,9.199999999999989,5131.8,5130.0
M,304.0,312.7,1456,51.2,160,8.699999999999989,7806.6,8192.0
M,302.9,312.2,1745,25.5,98,9.300000000000011,4659.8,2499.0
M,301.3,311.1,1834,25.4,22,9.800000000000011,4878.2,558.8
L,301.1,310.1,1564,36.8,7,9.0,6027.2,257.59999999999997
L,300.7,310.2,1807,24.2,77,9.5,4579.3,1863.3999999999999
L,299.8,309.4,1460,37.4,25,9.599999999999966,5718.1,935.0
M,299.5,310.8,1754,31.3,114,11.300000000000011,5749.1,3568.2000000000003
L,301.1,310.1,1417,46.9,35,9.0,6959.4,1641.5
L,296.9,308.3,1513,38.8,189,11.400000000000034,6147.5,7333.2
L,297.2,308.6,1500,37.1,161,11.400000000000034,5827.7,5973.1
L,297.8,307.8,1563,34.3,53,10.0,5614.1,1817.8999999999999
M,300.1,311.3,1650,33.8,38,11.199999999999989,5840.2,1284.3999999999999
M,301.4,310.6,1464,48.6,96,9.200000000000045,7450.9,4665.6
